PROCESSOS - CONSELHO DE TRANSFORMAÇÃO DIGITAL,,,,,,,,,"R$ 1.030.247.955,41",,,,,,"R$ 428.862.865,16",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROVIDêNCIAS,ID,DATA RECEB CTD,PROCESSO,ÓRGÃO,OBJETO,CATEGORIAS DA DEMANDA,SUB-CATEGORIA PRINCIPAL,MODALIDADE DE CONTRATAÇÃO,VALOR SOLICITADO,RESPONSÁVEL FICHA TÉCNICA,STATUS DA FICHA (TÉCNICOS),CATEGORIA VALOR,REUNIÃO CTD,STATUS DELIBERAÇÃO CONSELHO ou COMITÊ,VALOR APROVADO,TEM NO DOE?,VALOR CONTRATADO,DATA CONTRATAÇÃO,FORMA DE EXECUÇÃO,VIGÊNCIA DA CONTRATAÇÃO,COMPROMISSO DE GOVERNO ,MARCO TEMPORAL,OBSERVAÇÃO GOVERNADOR,OBSERVAÇÕES  SIA,Coluna 1,Coluna 2,RENOVAÇÃO,CONTRATO,VALOR MENSAL PAGO,PLANO ESTRATÉGICO,SISTEMA (TIPO),INFRAESTRUTURA E EQUIPAMENTOS (TIPO),CONSULTORIA / OUTROS SERVIÇOS de TIC,CONCLUSÃO TÉCNICA DA FICHA,DESPACHO DECISÓRIO COMITÊ (ABAIXO DE 600MIL),DESPACHO AD REFEREDUM (ACIMA DE 600 MIL),OBSERVAÇÕES REUNIÃO,OBSERVAÇÕES,REUNIÃO - DATA,PONTO DE PAUTA NA REUNIÃO
,DCT162,29/01/2026,00027.000130/2026-91,SSP,Contratação de serviço especializado de abastecimento e controle de fornecimento de combustíveis via gerenciamento informatizado  (demanda emergencial),,,,"R$ 10.898.857,00",EQUIPE (SIA),NÃO INICIADO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),AINDA NÃO SUBMETIDO,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,DCT162,04/02/2026,00017.003301/2025-72,SEPLAN,"Aquisição de Infraestrutura de Tecnologia da Informação - TI, incluindo equipamentos de processamento, armazenamento, conectividade, solução de backup, software de virtualização, serviço de instalação, configuração e garantia, destinados a fortalecer o Data Center da Secretaria de Planejamento do Estado do Piauí.",,,,"R$ 603.720,33",SEAD,NÃO INICIADO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),AINDA NÃO SUBMETIDO,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,
